Price,Close,High,Low,Open,Volume,sma,ema,wma,rsi_5,mtm_5,cci_5,wr_5,atr_5,target
Ticker,HD,HD,HD,HD,HD,,,,,,,,,
Date,,,,,,,,,,,,,,
2024-01-03,326.064453125,330.34437663394186,324.45465001702127,330.1323072918842,3309600,332.71181030273436,331.91623942057294,331.2453287760417,0.0,-10.651611328125,-166.33565638157276,-87.54651249459255,5.008743880453527,1
2024-01-04,326.382568359375,330.55647223754175,326.33438281215797,327.67425284823526,3652400,330.7954895019531,330.07168240017364,329.1355814615885,4.189930093212651,-9.58160400390625,-74.43291311312161,-83.93553480642821,4.868682739008103,1
2024-01-05,330.5757141113281,331.43361093733887,325.6403142452832,325.6884997886431,2664000,329.9433654785156,330.2396929705585,329.06232299804685,43.3195468612243,-4.2606201171875,-21.255652327836337,-42.06192280550491,5.1026778640687285,1
2024-01-08,335.3858337402344,335.8967241096123,330.8745720539568,331.0480753302043,2736200,330.209423828125,331.95507322711717,330.87647908528646,64.25358048203002,1.330291748046875,99.94450828881111,-4.465015391822568,5.155147181657396,1
2024-01-09,333.70855712890625,336.523263726201,332.8024452937662,333.3422528444064,2338100,330.4234252929688,332.53956786104686,332.04285685221356,55.344146316122,1.07000732421875,86.59645686518817,-23.32253451076811,4.823810124845354,1
2024-01-10,343.9359436035156,343.99377801392717,337.67994306650735,337.9787639927334,4109300,333.9977233886719,336.3383597752031,336.5470296223958,78.2894447293491,17.871490478515625,141.4608504590809,-0.31511441731425505,6.047483169584222,-1
2024-01-11,343.6757507324219,347.98459158889904,340.5236571273726,344.215558271807,3530400,337.45635986328125,338.7841567609427,339.7730387369792,77.03075066823897,17.293182373046875,97.92748298053527,-19.283867588173653,6.3567382358908535,1
2024-01-12,342.88531494140625,345.60365044709846,340.6875186514925,345.60365044709846,1956100,339.91828002929685,340.15120948776394,341.5826904296875,72.5984853776515,12.309600830078125,56.53658747820483,-29.802868647104674,6.047356389218965,-1
2024-01-16,345.5072326660156,346.6832482178045,343.367270905131,345.1505772754188,3669400,341.94255981445315,341.9365505471812,343.4456746419271,77.87657200215153,10.12139892578125,78.85103967354742,-16.31758036528481,5.57130030674726,-1
2024-01-17,342.8757019042969,346.7893214287807,341.2851670161462,343.7721648802069,2646100,343.77598876953124,342.2496009995531,343.75672200520836,62.7198197814538,9.167144775390625,6.423641647446042,-49.57849531209821,5.557253335600257,-1
2024-01-18,344.996337890625,345.7771319565115,341.26587081643316,343.2805148373147,2510700,343.9880676269531,343.16517996324376,344.1635050455729,68.83058578450245,1.060394287109375,2.5104664772887757,-40.052003052479066,5.340425961485988,-1
2024-01-19,349.3437194824219,349.87387808545196,343.43472501602264,345.87350754110327,3233600,345.1216613769531,345.22469313630313,345.94872233072914,78.05030640270618,5.66796875,142.10425506005953,-5.77115022377892,5.566535809494892,-1
2024-01-22,343.8299560546875,348.4279686194539,342.86600990060043,346.4036758124107,4003700,345.3105895996094,344.7597807757646,345.518153889974,53.13367393419232,0.94464111328125,-3.0547168009701577,-70.21278957927034,5.752968658506902,-1
