Price,Close,High,Low,Open,Volume,sma,ema,wma,rsi_5,mtm_5,cci_5,wr_5,atr_5,target
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,,,,,,,,,
Date,,,,,,,,,,,,,,
2024-01-03,148.47000122070312,151.0500030517578,148.3300018310547,149.1999969482422,49425500,151.41199951171876,151.09000040690105,150.532666015625,0.507194633002574,-4.94000244140625,-102.6831227261718,-97.82946580018783,2.6775660417239933,1
2024-01-04,144.57000732421875,147.3800048828125,144.0500030517578,145.58999633789062,56039800,149.6580017089844,148.9166693793403,148.252001953125,0.2298064123507384,-8.769989013671875,-141.84144794484092,-94.81551011218178,3.149862025553174,1
2024-01-05,145.24000549316406,146.58999633789062,144.52999877929688,144.69000244140625,45124800,148.03000183105468,147.6911147506149,146.77933654785156,10.715758745594052,-8.139999389648438,-81.73322707195351,-87.9064747532076,2.8740464039040106,1
2024-01-08,149.10000610351562,149.39999389648438,146.14999389648438,146.74000549316406,46757100,147.46200256347657,148.16074520158182,147.13600463867186,49.18041970820764,-2.839996337890625,18.489042660660715,-39.37572699046555,3.1830824485084066,1
2024-01-09,151.3699951171875,151.7100067138672,148.2100067138672,148.3300018310547,43812600,147.7500030517578,149.23049517345038,148.43866882324218,61.40351604697947,1.44000244140625,95.27195214033634,-4.4387915682282735,3.256291975139045,-1
2024-01-10,153.72999572753906,154.4199981689453,151.8800048828125,152.05999755859375,44421800,148.802001953125,150.73032869147994,150.43199971516927,70.5947433748047,5.2599945068359375,119.77182151319212,-6.653835740603409,3.210071281246081,-1
2024-01-11,155.17999267578125,157.1699981689453,153.1199951171875,155.0399932861328,49072700,150.9239990234375,152.2135500195804,152.55799662272136,75.14118104745008,10.6099853515625,103.58947611239293,-15.743715104874001,3.3938435533176037,-1
2024-01-12,154.6199951171875,156.1999969482422,154.00999450683594,155.38999938964844,40460300,152.79999694824218,153.01569838544944,153.789995320638,69.92214754527765,9.379989624023438,68.00227183651366,-23.139764638116223,3.1353089696258776,-1
2024-01-16,153.16000366210938,154.99000549316406,152.14999389648438,153.52999877929688,41384600,153.61199645996095,153.06380014433608,153.90999755859374,57.01633001055676,4.05999755859375,-1.4686269418637312,-44.754445659245036,3.072813785981807,1
